sample ,population,chromosome,rawGenomicCount
NA19190,YRI,chr3,1
NA19190,YRI,chr4,44
NA19190,YRI,chr5,384
NA19190,YRI,chr6,2
NA19190,YRI,chr7,3
NA19190,YRI,chr8,2
NA19190,YRI,chr9,7
NA19190,YRI,chr10,3
NA19190,YRI,chr11,2
NA19190,YRI,chr12,151
NA19190,YRI,chr13,1
NA19190,YRI,chr14,
NA19190,YRI,chr15,21
NA19190,YRI,chr16,
NA19190,YRI,chr17,
NA19190,YRI,chr18,7
NA19190,YRI,chr19,10
NA19190,YRI,chr20,1
NA19190,YRI,chr21,23
NA19190,YRI,chr22,
NA19197,YRI,chr1,32
NA19197,YRI,chr2,2
NA19197,YRI,chr3,6
NA19197,YRI,chr4,16
NA19197,YRI,chr5,43
NA19197,YRI,chr6,2
NA19197,YRI,chr7,5
NA19197,YRI,chr8,
NA19197,YRI,chr9,5
NA19197,YRI,chr10,3
NA19197,YRI,chr11,4
NA19197,YRI,chr12,15
NA19197,YRI,chr13,
NA19197,YRI,chr14,1
NA19197,YRI,chr15,7
NA19197,YRI,chr16,4
NA19197,YRI,chr17,
NA19197,YRI,chr18,11
NA19197,YRI,chr19,1
NA19197,YRI,chr20,3
NA19197,YRI,chr21,1
NA19197,YRI,chr22,1
NA19198,YRI,chr1,27
NA19198,YRI,chr2,6
NA19198,YRI,chr3,2
NA19198,YRI,chr4,16
NA19198,YRI,chr5,41
NA19198,YRI,chr6,
NA19198,YRI,chr7,6
NA19198,YRI,chr8,3
NA19198,YRI,chr9,5
NA19198,YRI,chr10,5
NA19198,YRI,chr11,1
NA19198,YRI,chr12,15
NA19198,YRI,chr13,
NA19198,YRI,chr14,
NA19198,YRI,chr15,8
NA19198,YRI,chr16,1
NA19198,YRI,chr17,
NA19198,YRI,chr18,7
NA19198,YRI,chr19,3
NA19198,YRI,chr20,1
NA19198,YRI,chr21,1
NA19198,YRI,chr22,
NA19200,YRI,chr1,26
NA19200,YRI,chr2,2
NA19200,YRI,chr3,1
NA19200,YRI,chr4,27
NA19200,YRI,chr5,50
NA19200,YRI,chr6,
NA19200,YRI,chr7,8
NA19200,YRI,chr8,2
NA19200,YRI,chr9,3
NA19200,YRI,chr10,1
NA19200,YRI,chr11,3
NA19200,YRI,chr12,9
NA19200,YRI,chr13,
NA19200,YRI,chr14,
NA19200,YRI,chr15,3
NA19200,YRI,chr16,4
NA19200,YRI,chr17,
NA19200,YRI,chr18,5
NA19200,YRI,chr19,3
NA19200,YRI,chr20,3
NA19200,YRI,chr21,5
NA19200,YRI,chr22,
NA19201,YRI,chr1,12
NA19201,YRI,chr2,4
NA19201,YRI,chr3,4
NA19201,YRI,chr4,11
NA19201,YRI,chr5,52
NA19201,YRI,chr6,4
NA19201,YRI,chr7,
NA19201,YRI,chr8,
NA19201,YRI,chr9,1
NA19201,YRI,chr10,3
NA19201,YRI,chr11,1
NA19201,YRI,chr12,9
NA19201,YRI,chr13,
NA19201,YRI,chr14,
NA19201,YRI,chr15,3
NA19201,YRI,chr16,1
NA19201,YRI,chr17,
NA19201,YRI,chr18,4
NA19201,YRI,chr19,1
NA19201,YRI,chr20,3
NA19201,YRI,chr21,7
NA19201,YRI,chr22,
NA19204,YRI,chr1,63
NA19204,YRI,chr2,9
NA19204,YRI,chr3,5
NA19204,YRI,chr4,56
NA19204,YRI,chr5,127
NA19204,YRI,chr6,5
NA19204,YRI,chr7,18
NA19204,YRI,chr8,
NA19204,YRI,chr9,8
NA19204,YRI,chr10,15
NA19204,YRI,chr11,5
NA19204,YRI,chr12,31
NA19204,YRI,chr13,
NA19204,YRI,chr14,
NA19204,YRI,chr15,25
NA19204,YRI,chr16,5
NA19204,YRI,chr17,1
NA19204,YRI,chr18,21
NA19204,YRI,chr19,5
NA19204,YRI,chr20,9
NA19204,YRI,chr21,13
NA19204,YRI,chr22,1
NA19206,YRI,chr1,28
NA19206,YRI,chr2,13
NA19206,YRI,chr3,8
NA19206,YRI,chr4,26
NA19206,YRI,chr5,105
NA19206,YRI,chr6,3
NA19206,YRI,chr7,11
NA19206,YRI,chr8,1
NA19206,YRI,chr9,1
NA19206,YRI,chr10,10
NA19206,YRI,chr11,7
NA19206,YRI,chr12,34
NA19206,YRI,chr13,
NA19206,YRI,chr14,
NA19206,YRI,chr15,7
NA19206,YRI,chr16,3
NA19206,YRI,chr17,3
NA19206,YRI,chr18,9
NA19206,YRI,chr19,4
NA19206,YRI,chr20,2
NA19206,YRI,chr21,9
NA19206,YRI,chr22,
NA19207,YRI,chr1,15
NA19207,YRI,chr2,1
NA19207,YRI,chr3,1
NA19207,YRI,chr4,13
NA19207,YRI,chr5,33
NA19207,YRI,chr6,
NA19207,YRI,chr7,1
NA19207,YRI,chr8,
NA19207,YRI,chr9,
NA19207,YRI,chr10,
NA19207,YRI,chr11,1
NA19207,YRI,chr12,9
NA19207,YRI,chr13,
NA19207,YRI,chr14,
NA19207,YRI,chr15,3
NA19207,YRI,chr16,2
NA19207,YRI,chr17,1
NA19207,YRI,chr18,4
NA19207,YRI,chr19,3
NA19207,YRI,chr20,1
NA19207,YRI,chr21,1
NA19207,YRI,chr22,
NA19209,YRI,chr1,18
NA19209,YRI,chr2,3
NA19209,YRI,chr3,1
NA19209,YRI,chr4,25
NA19209,YRI,chr5,77
NA19209,YRI,chr6,2
NA19209,YRI,chr7,3
NA19209,YRI,chr8,
NA19209,YRI,chr9,1
NA19209,YRI,chr10,5
NA19209,YRI,chr11,1
NA19209,YRI,chr12,20
NA19209,YRI,chr13,
NA19209,YRI,chr14,
NA19209,YRI,chr15,6
NA19209,YRI,chr16,
NA19209,YRI,chr17,1
NA19209,YRI,chr18,5
NA19209,YRI,chr19,3
NA19209,YRI,chr20,3
NA19209,YRI,chr21,4
NA19209,YRI,chr22,
NA19210,YRI,chr1,27
NA19210,YRI,chr2,5
NA19210,YRI,chr3,3
NA19210,YRI,chr4,11
NA19210,YRI,chr5,101
NA19210,YRI,chr6,1
NA19210,YRI,chr7,7
NA19210,YRI,chr8,1
NA19210,YRI,chr9,2
NA19210,YRI,chr10,3
NA19210,YRI,chr11,4
NA19210,YRI,chr12,33
NA19210,YRI,chr13,
NA19210,YRI,chr14,
NA19210,YRI,chr15,5
NA19210,YRI,chr16,3
NA19210,YRI,chr17,
NA19210,YRI,chr18,4
NA19210,YRI,chr19,3
NA19210,YRI,chr20,2
NA19210,YRI,chr21,3
NA19210,YRI,chr22,1
NA19213,YRI,chr1,173
NA19213,YRI,chr2,41
NA19213,YRI,chr3,37
NA19213,YRI,chr4,91
NA19213,YRI,chr5,963
NA19213,YRI,chr6,12
NA19213,YRI,chr7,59
NA19213,YRI,chr8,6
NA19213,YRI,chr9,25
NA19213,YRI,chr10,17
NA19213,YRI,chr11,20
NA19213,YRI,chr12,307
NA19213,YRI,chr13,
NA19213,YRI,chr14,2
NA19213,YRI,chr15,37
NA19213,YRI,chr16,13
NA19213,YRI,chr17,7
NA19213,YRI,chr18,46
NA19213,YRI,chr19,28
NA19213,YRI,chr20,13
NA19213,YRI,chr21,35
NA19213,YRI,chr22,2
NA19214,YRI,chr1,93
NA19214,YRI,chr2,15
NA19214,YRI,chr3,4
NA19214,YRI,chr4,80
NA19214,YRI,chr5,307
NA19214,YRI,chr6,7
NA19214,YRI,chr7,27
NA19214,YRI,chr8,3
NA19214,YRI,chr9,10
NA19214,YRI,chr10,14
NA19214,YRI,chr11,1
NA19214,YRI,chr12,86
NA19214,YRI,chr13,
NA19214,YRI,chr14,1
NA19214,YRI,chr15,31
NA19214,YRI,chr16,12
NA19214,YRI,chr17,2
NA19214,YRI,chr18,29
NA19214,YRI,chr19,8
NA19214,YRI,chr20,13
NA19214,YRI,chr21,24
NA19214,YRI,chr22,2
NA19222,YRI,chr1,29
NA19222,YRI,chr2,9
NA19222,YRI,chr3,4
NA19222,YRI,chr4,14
NA19222,YRI,chr5,90
NA19222,YRI,chr6,2
NA19222,YRI,chr7,6
NA19222,YRI,chr8,
NA19222,YRI,chr9,3
NA19222,YRI,chr10,2
NA19222,YRI,chr11,3
NA19222,YRI,chr12,42
NA19222,YRI,chr13,
NA19222,YRI,chr14,
NA19222,YRI,chr15,8
NA19222,YRI,chr16,1
NA19222,YRI,chr17,
NA19222,YRI,chr18,2
NA19222,YRI,chr19,2
NA19222,YRI,chr20,
NA19222,YRI,chr21,5
NA19222,YRI,chr22,1
NA19223,YRI,chr1,32
NA19223,YRI,chr2,5
NA19223,YRI,chr3,3
NA19223,YRI,chr4,27
NA19223,YRI,chr5,58
NA19223,YRI,chr6,4
NA19223,YRI,chr7,10
NA19223,YRI,chr8,
NA19223,YRI,chr9,2
NA19223,YRI,chr10,5
NA19223,YRI,chr11,2
NA19223,YRI,chr12,19
NA19223,YRI,chr13,
NA19223,YRI,chr14,
NA19223,YRI,chr15,4
NA19223,YRI,chr16,1
NA19223,YRI,chr17,1
NA19223,YRI,chr18,7
NA19223,YRI,chr19,3
NA19223,YRI,chr20,3
NA19223,YRI,chr21,3
NA19223,YRI,chr22,
NA19225,YRI,chr1,76
NA19225,YRI,chr2,19
NA19225,YRI,chr3,5
NA19225,YRI,chr4,48
NA19225,YRI,chr5,504
NA19225,YRI,chr6,2
NA19225,YRI,chr7,12
NA19225,YRI,chr8,7
NA19225,YRI,chr9,6
NA19225,YRI,chr10,4
NA19225,YRI,chr11,3
NA19225,YRI,chr12,181
NA19225,YRI,chr13,
NA19225,YRI,chr14,
NA19225,YRI,chr15,25
NA19225,YRI,chr16,3
NA19225,YRI,chr17,
NA19225,YRI,chr18,20
NA19225,YRI,chr19,9
NA19225,YRI,chr20,3
NA19225,YRI,chr21,26
NA19225,YRI,chr22,1
NA19235,YRI,chr1,70
NA19235,YRI,chr2,12
NA19235,YRI,chr3,14
NA19235,YRI,chr4,52
NA19235,YRI,chr5,263
NA19235,YRI,chr6,6
NA19235,YRI,chr7,24
NA19235,YRI,chr8,1
NA19235,YRI,chr9,6
NA19235,YRI,chr10,8
NA19235,YRI,chr11,7
NA19235,YRI,chr12,100
NA19235,YRI,chr13,
NA19235,YRI,chr14,1
NA19235,YRI,chr15,11
NA19235,YRI,chr16,6
NA19235,YRI,chr17,1
NA19235,YRI,chr18,17
NA19235,YRI,chr19,17
NA19235,YRI,chr20,1
NA19235,YRI,chr21,14
NA19235,YRI,chr22,3
NA19238,YRI,chr1,27
NA19238,YRI,chr2,5
NA19238,YRI,chr3,3
NA19238,YRI,chr4,21
NA19238,YRI,chr5,62
NA19238,YRI,chr6,1
NA19238,YRI,chr7,6
NA19238,YRI,chr8,1
NA19238,YRI,chr9,
NA19238,YRI,chr10,5
NA19238,YRI,chr11,4
NA19238,YRI,chr12,9
NA19238,YRI,chr13,
NA19238,YRI,chr14,1
NA19238,YRI,chr15,9
NA19238,YRI,chr16,1
NA19238,YRI,chr17,
NA19238,YRI,chr18,10
NA19238,YRI,chr19,2
NA19238,YRI,chr20,2
NA19238,YRI,chr21,6
NA19238,YRI,chr22,
NA19239,YRI,chr1,27
NA19239,YRI,chr2,7
NA19239,YRI,chr3,1
NA19239,YRI,chr4,28
NA19239,YRI,chr5,60
NA19239,YRI,chr6,1
NA19239,YRI,chr7,9
NA19239,YRI,chr8,3
NA19239,YRI,chr9,4
NA19239,YRI,chr10,2
NA19239,YRI,chr11,2
NA19239,YRI,chr12,18
NA19239,YRI,chr13,1
NA19239,YRI,chr14,
NA19239,YRI,chr15,12
NA19239,YRI,chr16,3
NA19239,YRI,chr17,
NA19239,YRI,chr18,9
NA19239,YRI,chr19,2
NA19239,YRI,chr20,
NA19239,YRI,chr21,2
NA19239,YRI,chr22,
NA19240,YRI,chr1,29
NA19240,YRI,chr2,3
NA19240,YRI,chr3,1
NA19240,YRI,chr4,23
NA19240,YRI,chr5,52
NA19240,YRI,chr6,1
NA19240,YRI,chr7,5
NA19240,YRI,chr8,1
NA19240,YRI,chr9,2
NA19240,YRI,chr10,3
NA19240,YRI,chr11,2
NA19240,YRI,chr12,13
NA19240,YRI,chr13,1
NA19240,YRI,chr14,
NA19240,YRI,chr15,6
NA19240,YRI,chr16,1
NA19240,YRI,chr17,1
NA19240,YRI,chr18,9
NA19240,YRI,chr19,3
NA19240,YRI,chr20,3
NA19240,YRI,chr21,6
NA19240,YRI,chr22,1
NA19247,YRI,chr1,64
NA19247,YRI,chr2,28
NA19247,YRI,chr3,5
NA19247,YRI,chr4,40
NA19247,YRI,chr5,496
NA19247,YRI,chr6,6
NA19247,YRI,chr7,24
NA19247,YRI,chr8,5
NA19247,YRI,chr9,6
NA19247,YRI,chr10,11
NA19247,YRI,chr11,12
NA19247,YRI,chr12,130
NA19247,YRI,chr13,
NA19247,YRI,chr14,
NA19247,YRI,chr15,10
NA19247,YRI,chr16,5
NA19247,YRI,chr17,1
NA19247,YRI,chr18,17
NA19247,YRI,chr19,7
NA19247,YRI,chr20,9
NA19247,YRI,chr21,19
NA19247,YRI,chr22,1
NA19248,YRI,chr1,77
NA19248,YRI,chr2,24
NA19248,YRI,chr3,25
NA19248,YRI,chr4,49
NA19248,YRI,chr5,253
NA19248,YRI,chr6,8
NA19248,YRI,chr7,26
NA19248,YRI,chr8,
NA19248,YRI,chr9,16
NA19248,YRI,chr10,14
NA19248,YRI,chr11,12
NA19248,YRI,chr12,112
NA19248,YRI,chr13,2
NA19248,YRI,chr14,1
NA19248,YRI,chr15,20
NA19248,YRI,chr16,6
NA19248,YRI,chr17,7
NA19248,YRI,chr18,31
NA19248,YRI,chr19,14
NA19248,YRI,chr20,16
NA19248,YRI,chr21,20
NA19248,YRI,chr22,
NA19256,YRI,chr1,48
NA19256,YRI,chr2,12
NA19256,YRI,chr3,7
NA19256,YRI,chr4,31
NA19256,YRI,chr5,440
NA19256,YRI,chr6,2
NA19256,YRI,chr7,13
NA19256,YRI,chr8,4
NA19256,YRI,chr9,6
NA19256,YRI,chr10,11
NA19256,YRI,chr11,3
NA19256,YRI,chr12,155
NA19256,YRI,chr13,
NA19256,YRI,chr14,
NA19256,YRI,chr15,12
NA19256,YRI,chr16,9
NA19256,YRI,chr17,
NA19256,YRI,chr18,7
NA19256,YRI,chr19,6
NA19256,YRI,chr20,2
NA19256,YRI,chr21,13
NA19256,YRI,chr22,1
NA19257,YRI,chr1,44
NA19257,YRI,chr2,9
NA19257,YRI,chr3,6
NA19257,YRI,chr4,31
NA19257,YRI,chr5,375
NA19257,YRI,chr6,8
NA19257,YRI,chr7,10
NA19257,YRI,chr8,1
NA19257,YRI,chr9,3
NA19257,YRI,chr10,9
NA19257,YRI,chr11,3
NA19257,YRI,chr12,94
NA19257,YRI,chr13,
NA19257,YRI,chr14,
NA19257,YRI,chr15,12
NA19257,YRI,chr16,3
NA19257,YRI,chr17,
NA19257,YRI,chr18,9
NA19257,YRI,chr19,9
NA19257,YRI,chr20,1
NA19257,YRI,chr21,20
NA19257,YRI,chr22,1
NA19307,LWK,chr1,94
NA19307,LWK,chr2,12
NA19307,LWK,chr3,2
NA19307,LWK,chr4,58
NA19307,LWK,chr5,353
NA19307,LWK,chr6,3
NA19307,LWK,chr7,27
NA19307,LWK,chr8,1
NA19307,LWK,chr9,8
NA19307,LWK,chr10,17
NA19307,LWK,chr11,5
NA19307,LWK,chr12,98
NA19307,LWK,chr13,
NA19307,LWK,chr14,1
NA19307,LWK,chr15,27
NA19307,LWK,chr16,5
NA19307,LWK,chr17,1
NA19307,LWK,chr18,35
NA19307,LWK,chr19,10
NA19307,LWK,chr20,6
NA19307,LWK,chr21,14
NA19307,LWK,chr22,1
NA19308,LWK,chr1,84
NA19308,LWK,chr2,18
NA19308,LWK,chr3,6
NA19308,LWK,chr4,50
NA19308,LWK,chr5,265
NA19308,LWK,chr6,6
NA19308,LWK,chr7,22
NA19308,LWK,chr8,1
NA19308,LWK,chr9,8
NA19308,LWK,chr10,15
NA19308,LWK,chr11,4
NA19308,LWK,chr12,90
NA19308,LWK,chr13,1
NA19308,LWK,chr14,
NA19308,LWK,chr15,21
NA19308,LWK,chr16,3
NA19308,LWK,chr17,2
NA19308,LWK,chr18,18
NA19308,LWK,chr19,10
NA19308,LWK,chr20,5
NA19308,LWK,chr21,14
NA19308,LWK,chr22,
NA19309,LWK,chr1,51
NA19309,LWK,chr2,11
NA19309,LWK,chr3,3
NA19309,LWK,chr4,53
NA19309,LWK,chr5,207
NA19309,LWK,chr6,4
NA19309,LWK,chr7,20
NA19309,LWK,chr8,3
NA19309,LWK,chr9,6
NA19309,LWK,chr10,10
NA19309,LWK,chr11,4
NA19309,LWK,chr12,55
NA19309,LWK,chr13,
NA19309,LWK,chr14,
NA19309,LWK,chr15,27
NA19309,LWK,chr16,6
NA19309,LWK,chr17,
NA19309,LWK,chr18,18
NA19309,LWK,chr19,11
NA19309,LWK,chr20,3
NA19309,LWK,chr21,8
NA19309,LWK,chr22,
NA19310,LWK,chr1,73
NA19310,LWK,chr2,9
NA19310,LWK,chr3,9
NA19310,LWK,chr4,54
NA19310,LWK,chr5,233
NA19310,LWK,chr6,2
NA19310,LWK,chr7,28
NA19310,LWK,chr8,3
NA19310,LWK,chr9,13
NA19310,LWK,chr10,7
NA19310,LWK,chr11,4
NA19310,LWK,chr12,81
NA19310,LWK,chr13,
NA19310,LWK,chr14,1
NA19310,LWK,chr15,20
NA19310,LWK,chr16,3
NA19310,LWK,chr17,2
NA19310,LWK,chr18,23
NA19310,LWK,chr19,4
NA19310,LWK,chr20,4
NA19310,LWK,chr21,12
NA19310,LWK,chr22,
NA19311,LWK,chr1,53
NA19311,LWK,chr2,14
NA19311,LWK,chr3,15
NA19311,LWK,chr4,29
NA19311,LWK,chr5,386
NA19311,LWK,chr6,5
NA19311,LWK,chr7,25
NA19311,LWK,chr8,2
NA19311,LWK,chr9,11
NA19311,LWK,chr10,7
NA19311,LWK,chr11,2
NA19311,LWK,chr12,145
NA19311,LWK,chr13,1
NA19311,LWK,chr14,
NA19311,LWK,chr15,16
NA19311,LWK,chr16,3
NA19311,LWK,chr17,2
NA19311,LWK,chr18,27
NA19311,LWK,chr19,12
NA19311,LWK,chr20,5
NA19311,LWK,chr21,13
NA19311,LWK,chr22,1
NA19312,LWK,chr1,178
NA19312,LWK,chr2,36
NA19312,LWK,chr3,21
NA19312,LWK,chr4,107
NA19312,LWK,chr5,2219
NA19312,LWK,chr6,2
NA19312,LWK,chr7,106
NA19312,LWK,chr8,7
NA19312,LWK,chr9,11
NA19312,LWK,chr10,20
NA19312,LWK,chr11,12
NA19312,LWK,chr12,619
NA19312,LWK,chr13,
NA19312,LWK,chr14,
NA19312,LWK,chr15,48
NA19312,LWK,chr16,7
NA19312,LWK,chr17,4
NA19312,LWK,chr18,28
NA19312,LWK,chr19,26
NA19312,LWK,chr20,14
NA19312,LWK,chr21,40
NA19312,LWK,chr22,2
NA19313,LWK,chr1,158
NA19313,LWK,chr2,63
NA19313,LWK,chr3,20
NA19313,LWK,chr4,102
NA19313,LWK,chr5,1524
NA19313,LWK,chr6,8
NA19313,LWK,chr7,78
NA19313,LWK,chr8,9
NA19313,LWK,chr9,13
NA19313,LWK,chr10,26
NA19313,LWK,chr11,11
NA19313,LWK,chr12,458
NA19313,LWK,chr13,
NA19313,LWK,chr14,1
NA19313,LWK,chr15,47
NA19313,LWK,chr16,5
NA19313,LWK,chr17,5
NA19313,LWK,chr18,39
NA19313,LWK,chr19,36
NA19313,LWK,chr20,12
NA19313,LWK,chr21,45
NA19313,LWK,chr22,1
NA19314,LWK,chr1,43
NA19314,LWK,chr2,11
NA19314,LWK,chr3,10
NA19314,LWK,chr4,42
NA19314,LWK,chr5,368
NA19314,LWK,chr6,9
NA19314,LWK,chr7,21
NA19314,LWK,chr8,2
NA19314,LWK,chr9,7
NA19314,LWK,chr10,10
NA19314,LWK,chr11,6
NA19314,LWK,chr12,102
NA19314,LWK,chr13,
NA19314,LWK,chr14,
NA19314,LWK,chr15,26
NA19314,LWK,chr16,3
NA19314,LWK,chr17,2
NA19314,LWK,chr18,8
NA19314,LWK,chr19,10
NA19314,LWK,chr20,3
NA19314,LWK,chr21,6
NA19314,LWK,chr22,
NA19315,LWK,chr1,926
NA19315,LWK,chr2,335
NA19315,LWK,chr3,262
NA19315,LWK,chr4,600
NA19315,LWK,chr5,4719
NA19315,LWK,chr6,98
NA19315,LWK,chr7,526
NA19315,LWK,chr8,33
NA19315,LWK,chr9,126
NA19315,LWK,chr10,126
NA19315,LWK,chr11,125
NA19315,LWK,chr12,1723
NA19315,LWK,chr13,2
NA19315,LWK,chr14,3
NA19315,LWK,chr15,277
NA19315,LWK,chr16,71
NA19315,LWK,chr17,59
NA19315,LWK,chr18,526
NA19315,LWK,chr19,146
NA19315,LWK,chr20,108
NA19315,LWK,chr21,185
NA19315,LWK,chr22,6
NA19316,LWK,chr1,239
NA19316,LWK,chr2,117
NA19316,LWK,chr3,80
NA19316,LWK,chr4,156
NA19316,LWK,chr5,770
NA19316,LWK,chr6,32
NA19316,LWK,chr7,161
NA19316,LWK,chr8,41
NA19316,LWK,chr9,71
NA19316,LWK,chr10,51
NA19316,LWK,chr11,51
NA19316,LWK,chr12,396
NA19316,LWK,chr13,3
NA19316,LWK,chr14,2
NA19316,LWK,chr15,77
NA19316,LWK,chr16,33
NA19316,LWK,chr17,21
NA19316,LWK,chr18,253
NA19316,LWK,chr19,43
NA19316,LWK,chr20,40
NA19316,LWK,chr21,44
NA19316,LWK,chr22,4
NA19317,LWK,chr1,383
NA19317,LWK,chr2,155
NA19317,LWK,chr3,98
NA19317,LWK,chr4,265
NA19317,LWK,chr5,1127
NA19317,LWK,chr6,45
NA19317,LWK,chr7,273
NA19317,LWK,chr8,55
NA19317,LWK,chr9,61
NA19317,LWK,chr10,123
NA19317,LWK,chr11,59
NA19317,LWK,chr12,578
NA19317,LWK,chr13,3
NA19317,LWK,chr14,2
NA19317,LWK,chr15,100
NA19317,LWK,chr16,48
NA19317,LWK,chr17,27
NA19317,LWK,chr18,415
NA19317,LWK,chr19,51
NA19317,LWK,chr20,54
NA19317,LWK,chr21,49
NA19317,LWK,chr22,10
NA19318,LWK,chr1,28
NA19318,LWK,chr2,6
NA19318,LWK,chr3,3
NA19318,LWK,chr4,16
NA19318,LWK,chr5,46
NA19318,LWK,chr6,1
NA19318,LWK,chr7,9
NA19318,LWK,chr8,
NA19318,LWK,chr9,3
NA19318,LWK,chr10,4
NA19318,LWK,chr11,2
NA19318,LWK,chr12,24
NA19318,LWK,chr13,
NA19318,LWK,chr14,
NA19318,LWK,chr15,5
NA19318,LWK,chr16,1
NA19318,LWK,chr17,1
NA19318,LWK,chr18,6
NA19318,LWK,chr19,4
NA19318,LWK,chr20,2
NA19318,LWK,chr21,4
NA19318,LWK,chr22,1
NA19319,LWK,chr1,25
NA19319,LWK,chr2,8
NA19319,LWK,chr3,2
NA19319,LWK,chr4,21
NA19319,LWK,chr5,74
NA19319,LWK,chr6,
NA19319,LWK,chr7,8
NA19319,LWK,chr8,
NA19319,LWK,chr9,
NA19319,LWK,chr10,1
NA19319,LWK,chr11,7
NA19319,LWK,chr12,18
NA19319,LWK,chr13,1
NA19319,LWK,chr14,
NA19319,LWK,chr15,11
NA19319,LWK,chr16,1
NA19319,LWK,chr17,1
NA19319,LWK,chr18,9
NA19319,LWK,chr19,8
NA19319,LWK,chr20,3
NA19319,LWK,chr21,2
NA19319,LWK,chr22,
NA19320,LWK,chr1,45
NA19320,LWK,chr2,5
NA19320,LWK,chr3,3
NA19320,LWK,chr4,32
NA19320,LWK,chr5,132
NA19320,LWK,chr6,3
NA19320,LWK,chr7,16
NA19320,LWK,chr8,1
NA19320,LWK,chr9,4
NA19320,LWK,chr10,6
NA19320,LWK,chr11,2
NA19320,LWK,chr12,32
NA19320,LWK,chr13,
NA19320,LWK,chr14,
NA19320,LWK,chr15,6
NA19320,LWK,chr16,
NA19320,LWK,chr17,1
NA19320,LWK,chr18,16
NA19320,LWK,chr19,5
NA19320,LWK,chr20,
NA19320,LWK,chr21,13
NA19320,LWK,chr22,
NA19321,LWK,chr1,18
NA19321,LWK,chr2,7
NA19321,LWK,chr3,5
NA19321,LWK,chr4,14
NA19321,LWK,chr5,41
NA19321,LWK,chr6,2
NA19321,LWK,chr7,5
NA19321,LWK,chr8,
NA19321,LWK,chr9,1
NA19321,LWK,chr10,1
NA19321,LWK,chr11,1
NA19321,LWK,chr12,17
NA19321,LWK,chr13,
NA19321,LWK,chr14,1
NA19321,LWK,chr15,8
NA19321,LWK,chr16,
NA19321,LWK,chr17,
NA19321,LWK,chr18,5
NA19321,LWK,chr19,2
NA19321,LWK,chr20,1
NA19321,LWK,chr21,7
NA19321,LWK,chr22,1
NA19323,LWK,chr1,62
NA19323,LWK,chr2,7
NA19323,LWK,chr3,4
NA19323,LWK,chr4,44
NA19323,LWK,chr5,174
NA19323,LWK,chr6,1
NA19323,LWK,chr7,15
NA19323,LWK,chr8,
NA19323,LWK,chr9,9
NA19323,LWK,chr10,9
NA19323,LWK,chr11,5
NA19323,LWK,chr12,68
NA19323,LWK,chr13,1
NA19323,LWK,chr14,1
NA19323,LWK,chr15,12
NA19323,LWK,chr16,3
NA19323,LWK,chr17,1
NA19323,LWK,chr18,19
NA19323,LWK,chr19,5
NA19323,LWK,chr20,10
NA19323,LWK,chr21,10
NA19323,LWK,chr22,
NA19324,LWK,chr1,30
NA19324,LWK,chr2,3
NA19324,LWK,chr3,4
NA19324,LWK,chr4,22
NA19324,LWK,chr5,33
NA19324,LWK,chr6,2
NA19324,LWK,chr7,9
NA19324,LWK,chr8,3
NA19324,LWK,chr9,2
NA19324,LWK,chr10,4
NA19324,LWK,chr11,4
NA19324,LWK,chr12,16
NA19324,LWK,chr13,
NA19324,LWK,chr14,1
NA19324,LWK,chr15,5
NA19324,LWK,chr16,
NA19324,LWK,chr17,
NA19324,LWK,chr18,12
NA19324,LWK,chr19,5
NA19324,LWK,chr20,2
NA19324,LWK,chr21,2
NA19324,LWK,chr22,
NA19327,LWK,chr1,34
NA19327,LWK,chr2,3
NA19327,LWK,chr3,3
NA19327,LWK,chr4,16
NA19327,LWK,chr5,58
NA19327,LWK,chr6,
NA19327,LWK,chr7,7
NA19327,LWK,chr8,2
NA19327,LWK,chr9,2
NA19327,LWK,chr10,2
NA19327,LWK,chr11,
NA19327,LWK,chr12,22
NA19327,LWK,chr13,
NA19327,LWK,chr14,2
NA19327,LWK,chr15,11
NA19327,LWK,chr16,2
NA19327,LWK,chr17,2
NA19327,LWK,chr18,5
NA19327,LWK,chr19,4
NA19327,LWK,chr20,3
NA19327,LWK,chr21,2
NA19327,LWK,chr22,2
NA19328,LWK,chr1,22
NA19328,LWK,chr2,4
NA19328,LWK,chr3,4
NA19328,LWK,chr4,19
NA19328,LWK,chr5,42
NA19328,LWK,chr6,2
NA19328,LWK,chr7,4
NA19328,LWK,chr8,
NA19328,LWK,chr9,7
NA19328,LWK,chr10,2
NA19328,LWK,chr11,1
NA19328,LWK,chr12,12
NA19328,LWK,chr13,
NA19328,LWK,chr14,1
NA19328,LWK,chr15,5
NA19328,LWK,chr16,
NA19328,LWK,chr17,1
NA19328,LWK,chr18,3
NA19328,LWK,chr19,3
NA19328,LWK,chr20,3
NA19328,LWK,chr21,5
NA19328,LWK,chr22,1
NA19331,LWK,chr1,469
NA19331,LWK,chr2,158
NA19331,LWK,chr3,176
NA19331,LWK,chr4,302
NA19331,LWK,chr5,1916
NA19331,LWK,chr6,40
NA19331,LWK,chr7,232
NA19331,LWK,chr8,17
NA19331,LWK,chr9,79
NA19331,LWK,chr10,93
NA19331,LWK,chr11,54
NA19331,LWK,chr12,814
NA19331,LWK,chr13,
NA19331,LWK,chr14,4
NA19331,LWK,chr15,117
NA19331,LWK,chr16,26
NA19331,LWK,chr17,46
